Expected Years of Schooling (1990),Expected Years of Schooling (1991),Expected Years of Schooling (1992),Expected Years of Schooling (1993),Expected Years of Schooling (1994),Expected Years of Schooling (1995),Expected Years of Schooling (1996),Expected Years of Schooling (1997),Expected Years of Schooling (1998),Expected Years of Schooling (1999),Expected Years of Schooling (2000),Expected Years of Schooling (2001),Expected Years of Schooling (2002),Expected Years of Schooling (2003),Expected Years of Schooling (2004),Expected Years of Schooling (2005),Expected Years of Schooling (2006),Expected Years of Schooling (2007),Expected Years of Schooling (2008),Expected Years of Schooling (2009),Expected Years of Schooling (2010),Expected Years of Schooling (2011),Expected Years of Schooling (2012),Expected Years of Schooling (2013),Expected Years of Schooling (2014),Expected Years of Schooling (2015),Expected Years of Schooling (2016),Expected Years of Schooling (2017),Expected Years of Schooling (2018),Expected Years of Schooling (2019),Expected Years of Schooling (2020),Expected Years of Schooling (2021),Mean Years of Schooling (1990),Mean Years of Schooling (1991),Mean Years of Schooling (1992),Mean Years of Schooling (1993),Mean Years of Schooling (1994),Mean Years of Schooling (1995),Mean Years of Schooling (1996),Mean Years of Schooling (1997),Mean Years of Schooling (1998),Mean Years of Schooling (1999),Mean Years of Schooling (2000),Mean Years of Schooling (2001),Mean Years of Schooling (2002),Mean Years of Schooling (2003),Mean Years of Schooling (2004),Mean Years of Schooling (2005),Mean Years of Schooling (2006),Mean Years of Schooling (2007),Mean Years of Schooling (2008),Mean Years of Schooling (2009),Mean Years of Schooling (2010),Mean Years of Schooling (2011),Mean Years of Schooling (2012),Mean Years of Schooling (2013),Mean Years of Schooling (2014),Mean Years of Schooling (2015),Mean Years of Schooling (2016),Mean Years of Schooling (2017),Mean Years of Schooling (2018),Mean Years of Schooling (2019),Mean Years of Schooling (2020),Mean Years of Schooling (2021)
10.15764046,10.11438668,10.0711329,10.02787912,9.98462534,9.94137156,9.898117781,9.854864001,9.811610222,10.16412671,10.51664321,10.8691597,10.88541895,10.90167821,10.91793746,10.93419671,10.95045597,10.96671522,10.98297448,10.99923373,11.01549298,11.03175224,11.04801149,11.06427075,11.08053,11.55312,10.11333,9.95048,9.78763,9.64264,9.40443,9.40443,7.130229363,7.243259907,7.358082245,7.472904584,7.587726922,7.70254926,7.817371599,7.932193937,8.047016275,8.161838614,8.276660952,8.39148329,8.506305629,8.621127967,8.735950306,8.850772644,8.965594982,9.080417321,9.195239659,9.310061997,9.424884336,9.539706674,9.654529012,9.769351351,9.884173689,9.998996028,10.11381837,10.2286407,10.34346304,10.45828538,10.57310772,10.57310772
5.693888074,5.644489765,5.59552002,5.628250122,5.541329861,5.498129845,5.43682003,5.479010105,5.772403937,6.065797769,6.359191601,6.652585433,6.945979265,7.239373097,7.532766929,7.826160761,8.119554593,8.412948425,8.706342257,8.999736089,9.293129921,9.140239906,8.987349892,8.834459877,8.681569862,8.528679848,8.313139915,8.097599983,8.479839802,8.86207962,9.221489906,9.221489906,3.329101206,3.419726739,3.510352272,3.600977805,3.691603337,3.78222887,3.871004902,3.959780935,4.048556967,4.137332999,4.226109031,4.261249544,4.296390057,4.411692047,4.526994038,4.642296028,4.757598019,4.872900009,4.988202,5.10350399,5.218805981,5.334107971,5.449409962,5.57265281,5.698682895,5.827563254,5.959358347,6.094134093,6.231957903,6.37289871,6.37289871,6.37289871
5.721580029,5.697579861,5.163599968,5.477469921,5.519720078,5.581089973,6.169204394,6.757318815,7.345433235,7.933547656,8.521662076,9.109776497,9.697890917,10.28600534,10.87411976,10.84825063,10.8223815,10.8969367,10.97149191,11.04604712,11.12060232,11.19515753,11.06210535,10.92905317,10.796001,10.66294882,10.52989664,10.40166585,10.27499662,10.14986994,10.14986994,10.14986994,3.175858623,3.2509799,3.327878085,3.40477627,3.481674454,3.558572639,3.635470824,3.712369008,3.789267193,3.866165378,3.943063563,4.019961747,4.096859932,4.272491614,4.448123296,4.623754978,4.79938666,4.975018342,5.150650024,5.521955013,5.893260002,5.50928998,5.125319958,5.252913828,5.380507698,5.508101567,5.563811567,5.619521567,5.675231566,5.730941566,5.730941566,5.730941566
12.37267971,12.37812042,12.14836979,11.95456028,11.8551302,12.09792213,12.34071407,12.58350601,12.82629795,13.06908989,12.99386024,13.73404026,14.11824989,14.41971016,14.35112,14.55998993,14.67827988,14.75677967,14.78808975,14.77225018,14.76490021,14.79920006,14.88187981,14.82952976,14.86394978,14.88242753,14.90092826,14.91945198,14.93799873,14.95656854,14.95656854,14.95656854,9.276183691,9.458865645,9.6415476,9.824229554,10.00691151,10.18959346,10.31950063,10.4494078,10.57931497,10.70922213,10.8391293,10.93655968,11.03399005,11.13142043,11.2288508,11.32628118,11.36281757,11.39935396,11.43589035,11.47242674,11.50896313,11.43994995,11.37093677,11.30192359,11.2329104,11.16389722,11.15577802,11.14765882,11.13953963,11.13142043,11.13142043,11.13142043
12.88957024,12.99347973,12.80471992,12.89607739,12.98743486,13.07879233,13.1701498,13.5117898,13.85342979,13.88834953,14.20868969,14.68225002,15.08796024,15.5248003,15.53059959,15.21078014,15.32322979,14.9503603,14.71558952,15.06327963,15.41096973,15.68239657,15.95382341,16.22525024,16.32092094,16.34380913,16.63433075,16.83563995,16.72912025,16.83259964,16.83259964,16.83259964,7.151282631,7.189396058,7.227509486,7.265622914,7.303736342,7.341849769,7.466219902,7.67811421,7.890008518,8.101902825,8.313797133,8.525691441,8.737585749,8.949480057,8.631463369,8.313446681,7.995429993,8.183539867,8.371649742,8.372019768,8.327150345,8.404020309,8.478859901,8.523880005,8.613840103,8.669449806,8.70388031,8.831359863,8.906729698,8.982549667,8.982549667,8.982549667
15.41786003,15.4780302,15.7397151,16.00139999,16.02688026,16.01859093,15.96275043,15.96238518,15.96201992,15.38418961,15.4471364,15.5100832,15.57302999,15.63597679,15.69892359,15.76187038,15.81015909,15.85844779,15.90673649,15.9550252,16.0033139,16.0516026,16.0998913,16.14818001,16.14966011,16.1919899,16.27448082,16.31038094,16.28334999,16.28097916,16.28097916,16.28097916,12.98377037,13.03085279,13.07793522,13.12501764,13.17210007,13.13735104,13.10260201,13.06785297,13.03310394,12.99835491,12.96360588,12.92885685,12.89410782,12.85935879,12.82460976,12.8275404,12.91221046,12.95109034,12.98997021,13.00603962,13.05183983,13.10287952,13.14148045,13.20003033,13.22457981,13.25187969,13.34290981,13.42226505,13.50162029,13.59252501,13.68342972,13.68342972
11.31336975,11.18865967,10.85834026,10.83678314,10.81522601,10.79366888,10.77211176,10.75055463,10.7289975,10.70744038,10.80943012,11.01488018,11.22033024,11.4257803,11.43179989,11.49676037,11.44670963,11.51074028,11.35791969,11.42271042,11.46634007,11.48429966,11.6434803,11.66324043,11.7082901,11.75932026,11.89163971,12.05881977,12.25255966,12.47714043,12.47714043,12.47714043,,,,,,,,,,,10.0474884,10.13654846,10.22639795,10.31704386,10.40849324,10.50075322,10.59383099,10.68773379,10.78246893,10.8780438,10.97446584,11.07174255,11.16988152,11.26889038,11.3428297,11.35682964,11.67308998,11.72383976,11.77458954,11.89558983,11.89558983,11.89558983
11.70584267,11.80901289,11.91309241,12.01808923,12.12401146,12.23086723,12.33866479,12.44741242,12.55711852,12.66779151,12.77943993,12.92613029,12.95664024,13.23293972,13.2448101,13.35086012,13.45691013,13.56296015,13.66901016,13.77506018,13.88111019,13.98716021,14.09321022,14.19926023,14.30531025,14.31507015,14.40353068,14.49253785,14.58209505,14.67220567,14.67220567,14.67220567,,,,,,,,,,,7.538120307,7.609680742,7.681920509,7.754160276,7.826400043,7.898639811,7.970879578,8.043119345,8.115359113,8.18759888,8.259838647,8.332078415,8.404318182,8.890140604,9.375963025,9.861785447,10.34760787,10.83343029,10.83343029,10.83343029,10.83343029,10.83343029
10.48841953,10.76323986,10.90396976,10.86452985,10.82508993,10.78565001,10.7462101,10.70677018,10.66733027,10.62789035,10.58845043,11.18996525,11.79148006,11.80910969,12.02495956,12.58308721,13.14121485,13.69934249,14.25747013,14.31676006,13.63707,13.67912,13.801,14.21682,14.12521,13.97333,13.59578,12.81608,12.81608,12.81608,12.81608,12.81608,5.338530064,5.474361926,5.610193789,5.746025652,5.881857514,6.017689377,6.15352124,6.289353102,6.425184965,6.561016828,6.696848691,6.832680553,6.968512416,7.104344279,7.240176141,7.376008004,7.511839867,7.989500046,8.13836956,8.253210068,8.687755108,9.122300148,9.251977682,9.381655216,9.51133275,9.641010284,10.31229973,10.57076027,10.8356987,11.10727736,11.10727736,11.10727736
7.841859818,8.153502345,8.465144873,8.7767874,9.088429928,9.400072455,9.711714983,10.02335751,10.33500004,10.6785155,11.02203096,11.36554641,11.70906187,11.85510082,12.00113977,12.14717871,12.29321766,12.34145088,12.3896841,12.43791733,12.48615055,12.53438377,12.58703009,12.63967641,12.69232273,12.74382502,12.79553629,12.84745739,12.89958918,12.9519325,12.9519325,12.9519325,4.101410613,4.238818279,4.376225944,4.513633609,4.651041274,4.78844894,4.959167554,5.129886168,5.300604783,5.471323397,5.642042011,5.854399312,6.066756613,6.279113914,6.491471215,6.703828515,6.914103882,7.124379248,7.334654615,7.544929981,7.62746501,7.710000038,7.792535067,7.875070095,7.957605124,8.040140152,8.12267518,8.205210209,8.287745237,8.370280266,8.370280266,8.370280266
,,,,,,,,,9.639610291,10.08658028,10.19987011,10.35857964,10.67967987,10.60295963,10.66470058,10.72644152,10.78818246,10.8499234,10.91166435,10.97340529,11.03514623,11.09688717,11.15862812,11.22036906,11.28211,11.34488537,11.40801004,11.47148594,11.53531503,11.53531503,11.53531503,,,,,,,,,,,,,,,,6.504119241,6.539910145,6.575898,6.580869198,6.648269778,6.684455667,6.720641556,6.756827444,6.793013333,6.793013333,6.793013333,6.68,6.76,6.84,7.064846,7.064846,7.064846
11.9216,11.9328,11.944,11.9551,11.9663,11.9775,11.9888,12.0,12.01123047,12.12755013,12.00415039,12.02488585,12.0456213,12.06635675,12.08709221,12.10782766,12.12856312,12.14929857,12.17003403,12.19076948,12.21150494,12.23224039,12.25297585,12.2737113,12.29444675,12.31518221,12.33591766,12.35665312,12.37738857,12.39812403,12.41885948,12.41885948,10.12533396,10.19498511,10.26511539,10.33572809,10.40682652,10.47841404,10.55049399,10.62306978,10.69614481,10.76972252,10.84380636,10.91839981,10.99454679,11.07069378,11.14684076,11.22298775,11.29913473,11.37528172,11.4514287,11.52757568,11.60372267,11.67986965,11.64919525,11.61852084,11.58784643,11.55717203,11.52649762,11.49582322,11.46514881,11.43447441,11.4038,11.4038
6.45082695,6.593797129,6.739935968,6.889313694,7.042002089,7.19807453,7.357606016,7.520673211,7.687354476,7.857729912,8.042289972,8.226850033,8.411410093,8.595970154,8.76791954,8.804679871,8.721573194,8.638466517,8.55535984,8.633919716,8.712479591,9.09871006,9.09871006,9.09871006,9.09871006,9.09871006,9.09871006,9.09871006,9.09871006,9.09871006,9.09871006,9.09871006,0.29,0.362,0.434,0.506,0.578,0.65,0.76,0.87,0.98,1.09,1.2,1.332,1.464,1.596,1.728,1.86,2.008,2.156,2.304,2.452,2.6,2.8,3.0,3.0,3.0,3.0,3.0,3.0,3.2,3.2,3.2,3.2
11.4115696,12.00823975,12.30349636,12.59875298,12.89400959,12.92754518,12.96108076,12.99461635,13.02815194,13.06168752,13.09522311,13.1287587,13.16229428,13.19582987,13.22936545,13.26290104,13.29643663,13.32997221,13.3635078,13.39704339,13.43057897,13.46411456,13.49765015,13.74878025,13.99991035,14.00878525,14.01766014,13.79119968,13.53530979,13.64371014,13.64371014,13.64371014,6.514614789,6.861927072,7.209239355,7.556551638,7.903863921,8.251176204,8.052425244,7.853674285,7.654923325,7.456172365,7.257421406,7.458179951,8.52159977,8.75883007,8.823040009,8.899390221,8.950360298,9.075610161,9.215040207,9.600049973,9.669320107,9.693719864,9.93432045,10.04018545,10.14605045,10.23357964,10.18788004,10.14218044,10.7576704,11.37316036,11.37316036,11.37316036
7.529059887,7.611791849,7.694523811,7.777255774,7.859987736,7.942719698,8.02545166,8.142362595,8.259273529,8.376184464,8.493095398,8.610006332,8.726917267,9.166338813,9.60576036,10.04518191,10.48460345,10.924025,10.92441957,10.92481414,10.92520871,10.92560329,10.92599786,10.92639243,10.926787,10.92718161,10.92757624,10.92797089,10.92836554,10.92876021,10.92876021,10.92876021,4.481160164,4.741603661,5.002047157,5.262490654,5.522934151,5.783377647,5.752737236,5.722096825,5.691456413,5.660816002,5.630175591,5.714436722,5.798697853,5.882958984,5.967220116,6.051481247,6.105101967,6.158722687,6.212343407,6.265964127,6.319584846,6.390440798,6.461296749,6.5321527,6.603008652,6.673864603,6.802171326,6.930478048,7.058784771,7.187091494,7.187091494,7.187091494
9.767649651,10.32256985,9.997790337,10.03462315,10.07145596,10.10828876,10.14512157,10.18195438,10.21878719,10.25562,10.31171989,10.70343018,10.22305012,9.909279823,10.08054203,10.25180425,10.42306646,10.59432867,10.76559088,10.93685309,11.1081153,11.27937751,11.45063972,11.35614014,11.47859593,11.6023722,11.72748318,11.85394325,11.98176697,12.11096904,12.11096904,12.11096904,5.021989402,5.167224575,5.316659927,5.470416927,5.624173927,5.777930927,5.931687927,6.085444927,6.239201927,6.392958927,6.546715927,6.700472927,6.854229927,6.955746937,7.057263947,7.158780956,7.260297966,7.361814976,7.463331985,7.564848995,7.666366005,7.767883015,7.869400024,7.990934849,8.112469673,8.228876432,8.34528319,8.461689949,8.585394977,8.710908501,8.710908501,8.710908501
